date,dish_name,restaurant_name,price,meal_type,description,image
5 Jan 2025 (Sunday),Nasi Goreng Sosej,Sky Malaysia,RM 8.00,(Dinner),"I last had you... 19 Aug 2024.
                    
Nasi Goreng Sosej - 7.00
Tambah Nasi - 1.00
     
                  I over-rationed my sausages, and I was left with 3 slices.","2025/January/2025, January, image 10.png"
06 Jan 2025 (Monday),Set Ayam Kepak @ Dada,Warung Membawang,RM 10.00,(Lunch),"I see some dislike tempe as well, I should tell them it's exchangable.
                    (I didn't change).","2025/January/2025, January, image 11.png"
06 Jan 2025 (Monday),Nasi Goreng Sayur,Sky Malaysia,RM 8.00,(Dinner),"First time trying this.
                    Things it contains:
                    
Onions
Cauliflower
Cabbage
Long beans
Carrots
Unknown vegetables that exist in most rice
Spring onion

                    It does not contain meat, but it is good.","2025/January/2025, January, image 12.png"
07 Jan 2025 (Tuesday),Mixed Rice,Mama Homecook Mixed Rice,RM 7.20,(Lunch),"8 pieces, with 1 bite sized one. 
                    Also 1 kitchen tong-ful of iceberg lettuce to try new vege.","2025/January/2025, January, image 13.png"
07 Jan 2025 (Tuesday),Instant Noodles,Instant Noodles,RM 4.24,(Dinner),"Suprisingly todays one was fine.
                    Steps to cook nuggets:
                    
120c for 2 minutes
200c for 12 minutes
                    
                  Could be better. But noodles was nice.","2025/January/2025, January, image 14.png"
08 Jan 2025 (Wednesday),Set Ayam Kepak @ Dada,Warung Membawang,RM 10.00,(Lunch),"The chili sauce plate is suprisingly small today.
                    Today somehow I gotten 3 tofus &amp; 1 tempe.","2025/January/2025, January, image 15.png"
08 Jan 2025 (Wednesday),Roti Kahwin,Sky Malaysia,RM 4.00,(Dinner),"Sambal has anchovies in it, and dhal has too much green things.
                    No likey.

                    Huh, thought you'd knew I had gx.","2025/January/2025, January, image 16.png"
09 Jan 2025 (Thursday),Fuze Tea's Iced Lemon Tea(M),McD Edusphere,RM 0.10,(Breakfast),"Somehow got sent here, might as well order something to not look out of place.
                    The lemon tea tastes like any generic lemon tea. But it's 10 sen. Can't complain about it.
                    
                    Edit @ 1 Feb 2025: Let's pretend I actually took a picture of it.","2025/January/2025, January, image 17.png"
09 Jan 2025 (Thursday),Nasi Campur,Royal Tandoori,RM 8.00,(Lunch),"HTC queues at 11am was wild, so I went here.
                    My autopilot brain forgot to get curry. Pain.
                    Does that mean curry is worth 50 sen?
                    
2+ ish scoops of vegetable
At least 2 or 3 scoops of rice
1 Chicken","2025/January/2025, January, image 18.png"
09 Jan 2025 (Thursday),Nasi Bujang,Sky Malaysia,RM 5.00,(Dinner),"Soup tastes heavy, it is also a cupful.
                    The egg is like any telur dadar. Not too oily, cooked better than me, and has occasional crisp sides/leftovers.
                    The rice could be better.

                    ...okay maybe I could order just rice &amp; telur dadar. That soup is likely unnecessary, but still a good drink.
                    3 nuggets added on for prosperity reasons as a ""backup source of food"".
                    
Rice - 2.00
Telur Dadar - 2.00
Soup Kosong - 1.00","2025/January/2025, January, image 19.png"
13 Jan 2025 (Monday),Nasi Campur,Royal Tandoori,RM 8.50,(Lunch),"2 big scoops of rice, 2 scoops of vege &amp; ample curry.

                    Cats do love their tall skinny gods who feed them.","2025/January/2025, January, image 20.png"
13 Jan 2025 (Monday),Roti Kahwin,Sky Malaysia,RM 4.00,(Dinner),"No idea what to order? Simply listen to others orders, then copy them.
                    Why the abundance of green things in my dhal? I would like more sauce less random things.","2025/January/2025, January, image 21.png"
14 Jan 2025 (Tuesday),Mixed Rice,Mama Homecook Mixed Rice,RM 7.50,(Lunch),"5 pieces of what I think is marmite chicken, a little cold and bit salty, but saltiness is gone after a while.
                    Really should open my choices to more things, like luncheon meat perhaps?","2025/January/2025, January, image 22.png"
14 Jan 2025 (Tuesday),Instant Noodles,Instant Noodles,Free,(Dinner),"Gotten the kapitan as my final pack. Took everything except the seasoning from it.
                    2m 120c + 11m 200c works for nuggies.
                    Just remind yourself to not play around with the pot when its boiling, or rather at all.
<small>Do we have a better, more absorbent cloth? Would be good to splishy sploshy me.</small>","2025/January/2025, January, image 23.png"
15 Jan 2025 (Wednesday),Nasi Ayam Penyet,Sky Malaysia,RM 10.00,(Lunch),They didn't request receipt today? I'll just pay 10 to you then.,"2025/January/2025, January, image 24.png"
15 Jan 2025 (Wednesday),Game Development Club Meal,No restaurant name,Free,(Dinner),"The dinner I was promised, well it's still food amirit?
                    Review:
                    
Banana bread: good, like how it typically tastes like
Iced milk tea: Kinda sweet, but expected. Didn't use water to dilute it. There's boba, but that isn't my thing.
Popiah: Contains popiah, carrots, and whatever else is in a typical popiah.
Nuggets: The typical heart shaped ones back in secondary. The insides are kinda yellow.
Sandwich: 4 bread triangles, contains white sauce, lettuce, cucumber, chicken meat? I'd take more popiah instead.
                    
                  Now for the count: 
                  
Banana bread: 2 slices
Iced milk tea: 2 plastic cups
Popiah: 2 rolls
Nuggets: 3 pieces
Sandwich: 1... how do I count you?","2025/January/2025, January, image 25.png"
16 Jan 2025 (Thursday),Mixed Rice,Mama Homecook Mixed Rice,RM 7.20,(Lunch),"I somehow woke at near 11, had breakfast, then came here at 12.
                    Only took a scoop of rice, 2 slices of luncheon meat &amp; a scoop of vegetable.
                    The meat is how I expected of lower end ones, the outside is fine though. Let's not take it next time.","2025/January/2025, January, image 26.png"
16 Jan 2025 (Thursday),Nasi Goreng Biasa,Sky Malaysia,RM 8.00,(Dinner),"I last had you... 10 Sep 2024.
                    
Nasi Goreng Biasa - 7.00
Tambah Nasi - 1.00
     
                  Had too little at lunch, compensating back at dinner.

                  ""Want to add egg?"" Ah yes business 100. It wouldn't work on me!","2025/January/2025, January, image 27.png"
20 Jan 2025 (Monday),Nasi Ayam Penyet,Sky Malaysia,RM 10.00,(Lunch),"A sorry for not making my rice look nice? That's a first.. Soup is a little overspilt.. 1 singular leaf..
<small>Wait my mates got carrots and their rice is nicer? REEEEE</small>","2025/January/2025, January, image 28.png"
20 Jan 2025 (Monday),Mybox Cheesy Buldak Pasta,Pizza Hut,RM 9.80,(Dinner),"Regular Cheesy Buldak Grilled Chicken Carbonara Spaghetti
Small Krispy Onion Rings (Small)
Can Sprite (Can)

                    Pasta kinda spicy for the spicy parts
                    Red peppers can be found, same with mushroom &amp; onions
                    Chicken tastes like sausage?
                    Cheese tastes nice both on its own and as a dipping sauce.
                    6 rings","2025/January/2025, January, image 29.png"
21 Jan 2025 (Tuesday),Mixed Rice,Mama Homecook Mixed Rice,RM 8.00,(Lunch),"Where oh where is my goated fish...
                    It was 8.8, then it turned 8 after I flashed my card to him.
                
5 pieces of buttermilk? chicken
1+ scoop of vege
1.5 rice

                3 pieces is enough to finish the rice, but 5 is still ok to finish.","2025/January/2025, January, image 30.png"
21 Jan 2025 (Tuesday),Nasi Goreng Kampung,Dapo Sahang,RM 6.00,(Dinner),"You always tasted the same.
                    Takes around 11 minutes to serve.","2025/January/2025, January, image 31.png"
22 Jan 2025 (Wednesday),Nasi Ayam Penyet,Sky Malaysia,RM 10.00,(Lunch),"I got 2 slices of cucumber that makes up a heart. They gotten 3 and 4 respectively.
                    Life is not daijoubu.

                    AND THEY DONT EVEN EAT THEIR GREENS HOW IS THIS FAIR","2025/January/2025, January, image 32.png"
22 Jan 2025 (Wednesday),Nasi Goreng Tomyam,Sky Malaysia,RM 8.00,(Dinner),"I forgot to recheck. RIP 4 Sep 2024 me.
                    A spoon sip to his tomyam soup... this is good. But I'm the type who would only drink the soup, not eat the insides.","2025/January/2025, January, image 33.png"
23 Jan 2025 (Thursday),Nasi Campur,Sky Malaysia,RM 12.00,(Lunch),"Quite filling, but I'd get my moneys worth more at campus.
                
Rice - 3.00
Vege - 3.00
Chicken - 6.00

                ...taking loose chicken is cheaper than whole chicken? Guess I'll change my strategy.","2025/January/2025, January, image 34.png"
23 Jan 2025 (Thursday),Double Cheeseburger,McD Edusphere,RM 10.50,(Dinner),"They be having prosperity, but I'll blow up my spendings if I do.
                    
XTRA Ketchup Sauce
XTRA Onion
XTRA Mustard
XTRA Pickle

                  It doesn't feel extra at all.
                  Oh yeah gotten another drink (free) since I felt it was not enough.","2025/January/2025, January, image 35.png"
03 Feb 2025 (Monday),Nasi Campur,Dapur Chilli,RM 11.00,(Lunch),"Didn't get to peek into calculator.
                    Their penyet style chili is spicy, similar to Skys though I didn't take much of it.
                    The goated chicken returns, so I took it. Mistakenly thought the wing as a thigh/breast.
                    Sauce, from the chicken with onions, it's fine.","2025/February/2025, February, image 1.png"
03 Feb 2025 (Monday),Roti Kahwin,Sky Malaysia,RM 4.00,(Dinner),"Can't tell if waiter predicted what we wanted, or I got timeskipped.
                    There is still green stuff.","2025/February/2025, February, image 2.png"
04 Feb 2025 (Tuesday),Mixed Rice,Mama Homecook Mixed Rice,RM 7.60,(Lunch),"9 pieces of pork, 1 scoop of vege, 1.5 rice.
                    Always the same chewy and a little hard, along with abundance of fats.","2025/February/2025, February, image 3.png"
04 Feb 2025 (Tuesday),Sizzling Yee Mee,No restaurant name,RM 10.00,(Dinner),"Got rizzed in, let's see how good you are.

                    It tastes like how an average food court version would taste like, and I haven't ate it for a long time. 
                    It isn't bubbling though, but it is served on a metal plate, so I'll give you credit for 'you tried to sizzle'.
                    Chicken, mushroom, noodles are good, sauce is plentiful, egg tastes like a soft boil one if ""messed with"" enough to let it cook.
                    The vege is a little off, but that's an acceptable trade off.
                    Despite the existence of dried chili, it is not spicy. The areas near it is spicy though, and that's after I cleared the sauce.

                    Even asked me if the food was nice, all hail independent stalls.","2025/February/2025, February, image 4.png"
05 Feb 2025 (Wednesday),Nasi Ayam Penyet,Sky Malaysia,RM 9.00,(Lunch),"""Promotion, RM 9.00"". If you say so.
                    ""This meal follows the stock market, chicken rose? Rise. Oil fell? Fall."" - I forgot who <!-- cheese or benon, cuz koyori cooked his own meal -->","2025/February/2025, February, image 5.png"
05 Feb 2025 (Wednesday),Nasi Goreng Kampung,Sky Malaysia,RM 8.00,(Dinner),"Been a while since I had you... 26 Jun 2024?
                    I mean it's nice, but for 1 less I can get biasa, which is different, but still fills me?
                    Guess that explains why it took so long for me to order it, I just ordered the same as my boi.

                    <!-- how does one run until they break their leg -->","2025/February/2025, February, image 6.png"
06 Feb 2025 (Thursday),Mixed Rice,Mama Homecook Mixed Rice,RM 7.50,(Lunch),"1.5 Rice (he asked if I added, I said yes)
8 pieces of thai sauce fish, +2 bite sized ones
1 combined scoop vege
Pork curry with an attempt to get some buttermilk sauce (failed latter)

                I learnt that it costs 9 for 1 rice, 1 fried chicken thigh and long beans, with the card.","2025/February/2025, February, image 7.png"
06 Feb 2025 (Thursday),Filet-O-Fish & Chicken McNuggets Combo,McD Edusphere,RM 13.00,(Dinner),"I can't be having the same double cheeseburger again, so I changed.
                    For some reason every single choice I made for the burger would cost me more, so I refrained.
                    
Filet-O-Fish
6x Chicken McNuggets
Creamy Lobster Sauce
2x Chili Sauce packets
                    
                  Additional no ice coke from survey. El-Cheapo.","2025/February/2025, February, image 8.png"
07 Feb 2025 (Friday),Thai Style Creamy Butter Pork Rice,Hinz Kitchen,RM 12.29,(Lunch),"They raised prices on 16th Jan, along with introducing a new QR for menu.
                    Taste is still the same, but serving me took... 24 minutes.

                    Never going out at 1pm+, always eating before 1pm. Applies to all Fridays I'm at here.","2025/February/2025, February, image 9.png"
07 Feb 2025 (Friday),Instant Noodles,Instant Noodles,Free,(Dinner),"Overheard my 2 bois wanna cook noodles for dinner, decided to do so.
                    Sees the other 2 wants to as well (bought out fridge stuff), better I do it first.

                    Plain noodles as I'm not sure what is ok to be taken in the fridge.","2025/February/2025, February, image 10.png"
13 Feb 2025 (Thursday),Mixed Rice,Mama Homecook Mixed Rice,RM 7.20,(Lunch),8 pieces.,"2025/February/2025, February, image 11.png"
13 Feb 2025 (Thursday),Portugese Chicken with Steamed Rice,10 Gram,RM 15.80,(Dinner),"As the name implies, it tastes like Portugese food in Melaka.
                    I cleared the plate, it's good, but the price is a little M40.
                    The crackers aren't too fresh, but still edible. I'd like prawn crackers more.

Portugese Chicken with Steamed Rice - 14.90
Tax (6%) - 0.90","2025/February/2025, February, image 12.png"
